romdasSpikes,calcSpikes,iri,meanY,sdY,meanX,sdX,meanZ,sdZ,romLog,iroadLog
1082.0,19,3.8,9.800925970519616,0.05785109884204595,1.0511734970323034e-19,0.05785109884204595,0.0028914292123929626,0.05785109884204595,3.0342272607705505,1.2787536009528289
1007.0,16,3.72,9.80002037332413,0.058878292305619855,-5.63785129692462e-19,0.058878292305619855,-0.0021178190464632577,0.058878292305619855,3.003029470553618,1.2041199826559248
749.0,22,3.41,9.798164237876993,0.07699306674618168,-3.2721982258092023e-19,0.07699306674618168,0.0017979830183262454,0.07699306674618168,2.8744818176994666,1.3424226808222062
734.0,22,3.41,9.798006987700592,0.07310346028697255,1.1486682476062645e-19,0.07310346028697255,0.002878359215532457,0.07310346028697255,2.8656960599160706,1.3424226808222062
993.0,25,3.7,9.796249596995692,0.09120794254126212,1.7906822977825096e-19,0.09120794254126212,0.0017066729735522698,0.09120794254126212,2.996949248495381,1.3979400086720377
851.0,14,3.53,9.802435582949792,0.061735205317968674,6.125072932245951e-19,0.061735205317968674,-0.004058585516548262,0.061735205317968674,2.929929560084588,1.146128035678238
778.0,19,3.45,9.797406893999149,0.0626954602399962,-1.4759285256500525e-19,0.0626954602399962,0.0032849352245068407,0.0626954602399962,2.890979596989689,1.2787536009528289
1233.0,31,3.97,9.796884650724483,0.08961411981284147,-1.4713799121538217e-18,0.08961411981284147,-0.00034966687154066575,0.08961411981284147,3.0909630765957314,1.4913616938342726
1118.0,23,3.84,9.796868384838104,0.0774597250544492,2.2551406014879135e-19,0.0774597250544492,-0.000941851326154191,0.0774597250544492,3.0484418035504044,1.3617278360175928
1829.0,32,4.67,9.799981176015494,0.05328383064098602,2.9835538898863884e-20,0.05328383064098602,-0.0006568667058337805,0.05328383064098602,3.262213705476417,1.505149978319906
2290.0,138,5.2,9.798812576203835,0.06001588788393134,1.7335852059794475e-19,0.06001588788393134,0.001793732466410702,0.06001588788393134,3.359835482339888,2.1398790864012365
2743.0,303,5.73,9.798856466578211,0.07920704896616486,-7.104064372986334e-22,0.07920704896616486,0.0005992143183577378,0.07920704896616486,3.4382258076045296,2.481442628502305
2642.0,66,5.6,9.800037643344417,0.10861663087360403,-1.7447507793061558e-19,0.10861663087360403,-0.0023560080415600177,0.10861663087360403,3.4219328132785085,1.8195439355418688
2177.0,41,5.07,9.80136768847704,0.08788982723565116,1.7143946852427018e-19,0.08788982723565116,0.004993398305567991,0.08788982723565116,3.3378584290410944,1.6127838567197355
3531.0,69,6.64,9.799515464473416,0.11978477502815345,-1.0239556950090128e-18,0.11978477502815345,0.0036155121511362025,0.11978477502815345,3.5478977175630972,1.8388490907372552
1380.0,26,4.15,9.796002394043574,0.078726870789899,8.415985180481542e-20,0.078726870789899,0.005978579106066818,0.078726870789899,3.1398790864012365,1.414973347970818
1282.0,35,4.03,9.797849850808422,0.09247821503719982,7.673133516797133e-19,0.09247821503719982,0.01305448677340525,0.09247821503719982,3.1078880251827985,1.5440680443502757
1590.0,31,4.39,9.796547309473944,0.10562078332425615,2.3738321250208926e-19,0.10562078332425615,0.007204489056940433,0.10562078332425615,3.2013971243204513,1.4913616938342726
1578.0,24,4.37,9.80229339298449,0.09108452157244312,-1.1412654447215811e-19,0.09108452157244312,-0.007490006904636692,0.09108452157244312,3.1981069988734014,1.380211241711606
1797.0,43,4.62,9.79815016595941,0.11755323249930211,3.058591391853845e-19,0.11755323249930211,0.008122220602518163,0.11755323249930211,3.2545480771089736,1.6334684555795864
1374.0,36,4.15,9.797701566672023,0.1180941802623179,6.916935378894864e-20,0.1180941802623179,0.009546901692368635,0.1180941802623179,3.137986732723532,1.5563025007672873
1296.0,31,4.05,9.802237949873271,0.09961000240595003,-8.274174474231481e-19,0.09961000240595003,-0.0016271428777250136,0.09961000240595003,3.1126050015345745,1.4913616938342726
803.0,15,3.48,9.799071180787806,0.06372865329345351,3.564500293103025e-19,0.06372865329345351,0.0038825080208689283,0.06372865329345351,2.904715545278681,1.1760912590556813
881.0,15,3.57,9.799577638675004,0.06937437782771556,2.0772201622594074e-18,0.06937437782771556,0.0024104350439903112,0.06937437782771556,2.9449759084120477,1.1760912590556813
1411.0,20,4.19,9.799699014027913,0.11498230340332657,-1.5199481884749163e-18,0.11498230340332657,-0.006109732497771192,0.11498230340332657,3.149527013754348,1.3010299956639813
1302.0,34,4.05,9.798646478780112,0.09589453487312383,-5.551115123125765e-20,0.09589453487312383,0.00028044548600715405,0.09589453487312383,3.114610984232173,1.5314789170422551
1397.0,24,4.17,9.79681949163738,0.1041118828297828,6.984544521696093e-19,0.1041118828297828,0.0006884294004088752,0.1041118828297828,3.1451964061141817,1.380211241711606
1174.0,26,3.91,9.808099963037591,0.09832118763776657,4.291158072153154e-19,0.09832118763776657,-0.005839681001657361,0.09832118763776657,3.0696680969115957,1.414973347970818
1023.0,20,3.73,9.798200084738538,0.0822884359071935,-5.27546043379248e-19,0.0822884359071935,0.004617507962216221,0.0822884359071935,3.00987563371216,1.3010299956639813
1255.0,22,4.0,9.798996955971969,0.0965026489032563,-3.674874732003501e-19,0.0965026489032563,0.0007332602961854842,0.0965026489032563,3.098643725817057,1.3424226808222062
1162.0,20,3.89,9.800014187848129,0.06948926066003269,5.379387950972354e-20,0.06948926066003269,-0.004966223912914535,0.06948926066003269,3.065206128054312,1.3010299956639813
1815.0,32,4.65,9.800147690600658,0.1280541644678206,-3.231235439286465e-19,0.1280541644678206,0.012659361345994272,0.1280541644678206,3.258876629372131,1.505149978319906
2261.0,28,5.17,9.799715787005681,0.0808112851780246,-1.7041441563589613e-20,0.0808112851780246,-0.0026372315688074797,0.0808112851780246,3.35430056234536,1.4471580313422192
1668.0,28,4.48,9.804586023654577,0.07173615450415588,-4.048757010047738e-20,0.07173615450415588,-0.0030404522463583993,0.07173615450415588,3.22219604630172,1.4471580313422192
1723.0,30,4.54,9.801697008132937,0.07806472798186415,-1.2429293705373821e-18,0.07806472798186415,0.005996646267987806,0.07806472798186415,3.2362852774480286,1.4771212547196624
1566.0,26,4.36,9.799558682358056,0.05693250612332682,2.054277800498851e-19,0.05693250612332682,-0.0023478972943382225,0.05693250612332682,3.1947917577219247,1.414973347970818
1818.0,38,4.65,9.799973170358385,0.06119805634742375,5.018548266104114e-19,0.06119805634742375,0.0015868236828957395,0.06119805634742375,3.2595938788859486,1.5797835966168101
2483.0,49,5.42,9.802416301507217,0.14453492373682164,-1.3010426069826055e-18,0.14453492373682164,0.00014484825380258663,0.14453492373682164,3.394976719554564,1.6901960800285136
1812.0,21,4.64,9.797363561368458,0.06840529363054038,1.1224681315144045e-19,0.06840529363054038,0.006991638157478559,0.06840529363054038,3.2581581933407944,1.3222192947339193
1987.0,41,4.85,9.78795587888328,0.19861825577955483,-2.225295813806808e-18,0.19861825577955483,0.004477263915812072,0.19861825577955483,3.298197867109815,1.6127838567197355
1746.0,44,4.57,9.800871819359424,0.04952331812215051,-4.93831699125979e-19,0.04952331812215051,-0.0005330061611575021,0.04952331812215051,3.2420442393695508,1.6434526764861874
2963.0,75,5.98,9.801721305596201,0.09436154304633261,5.500899443558035e-19,0.09436154304633261,0.0011732381249016386,0.09436154304633261,3.471731651480051,1.8750612633917
1725.0,35,4.55,9.799755422738883,0.07305259447672946,1.0354964748907706e-18,0.07305259447672946,0.0002553776815664458,0.07305259447672946,3.2367890994092927,1.5440680443502757
1356.0,27,4.12,9.798179018877555,0.07785308326984482,-2.846813311538918e-19,0.07785308326984482,0.004009603122201365,0.07785308326984482,3.1322596895310446,1.4313637641589874
1222.0,18,3.97,9.802121351350028,0.06372763579943776,-8.182657905551267e-21,0.06372763579943776,-0.0010095773419635974,0.06372763579943776,3.0870712059065353,1.255272505103306
1148.0,15,3.88,9.801096743230952,0.06458093554985933,1.5446167936780337e-20,0.06458093554985933,-0.0038519995075539117,0.06458093554985933,3.059941888061955,1.1760912590556813
1112.0,28,3.83,9.796822754916024,0.10563701306656478,-7.39808541225403e-19,0.10563701306656478,-0.004488188761092976,0.10563701306656478,3.0461047872460387,1.4471580313422192
1560.0,39,4.37,9.797150898774467,0.10354085602539817,-8.312216655722201e-19,0.10354085602539817,-0.001590112434338978,0.10354085602539817,3.1931245983544616,1.591064607026499
1614.0,33,4.42,9.80611362818125,0.1023952314594607,-3.563215788492903e-19,0.1023952314594607,-0.00995161219922715,0.1023952314594607,3.2079035303860515,1.5185139398778875
1332.0,27,4.09,9.797365083952208,0.09327909028138678,-1.2565024096264443e-18,0.09327909028138678,-0.004006475035982496,0.09327909028138678,3.1245042248342823,1.4313637641589874
1299.0,29,4.05,9.800612917900086,0.09799106616799273,-1.5178830414797076e-19,0.09799106616799273,0.0006629264221344966,0.09799106616799273,3.1136091510730277,1.462397997898956
1039.0,30,3.75,9.798666168580572,0.09547820131137864,-3.037428337281451e-19,0.09547820131137864,-0.0008446755937340862,0.09547820131137864,3.016615547557177,1.4771212547196624
2347.0,49,5.27,9.798711486122826,0.11050069845093215,9.840613172813885e-19,0.11050069845093215,0.004481894465465699,0.11050069845093215,3.3705130895985924,1.6901960800285136
3241.0,52,6.3,9.80475675815085,0.12839386325762192,-3.160213651056547e-19,0.12839386325762192,-0.012291186918230198,0.12839386325762192,3.51067903103221,1.7160033436347992
1822.0,35,4.66,9.797896462825308,0.1427168679572604,9.738798461624178e-19,0.1427168679572604,0.005462282253522191,0.1427168679572604,3.2605483726369795,1.5440680443502757
1572.0,24,4.37,9.803268553003088,0.08423435779368167,5.92509446989481e-19,0.08423435779368167,-0.0035737102688334797,0.08423435779368167,3.196452541703389,1.380211241711606
1148.0,25,3.88,9.796598940668881,0.08646383741641747,8.064119942378675e-19,0.08646383741641747,-0.0010010532682845367,0.08646383741641747,3.059941888061955,1.3979400086720377
1617.0,31,4.42,9.79993702979937,0.11038202910759604,2.2693985199422597e-19,0.11038202910759604,0.009506357106191294,0.11038202910759604,3.208710019906401,1.4913616938342726
1603.0,36,4.4,9.797802373986498,0.12460961100267702,1.00887865313388e-18,0.12460961100267702,0.0032797282351049377,0.12460961100267702,3.204933522354145,1.5563025007672873
2137.0,52,5.02,9.801433675407184,0.09629074448942634,1.0923605254665833e-18,0.09629074448942634,-0.008183427205461755,0.09629074448942634,3.3298045221640695,1.7160033436347992
2270.0,44,5.18,9.800572571044274,0.08210775645551116,-5.95157788300557e-20,0.08210775645551116,-0.0035032005800593085,0.08210775645551116,3.3560258571931225,1.6434526764861874
2082.0,51,4.96,9.801655650058036,0.10807845907784042,-3.9692825297774424e-19,0.10807845907784042,-0.0008261798861763555,0.10807845907784042,3.3184807251745174,1.7075701760979363
983.0,20,3.69,9.800184442967545,0.07424551955079606,-5.225586767140011e-19,0.07424551955079606,-0.006556326650138301,0.07424551955079606,2.9925535178321354,1.3010299956639813
1239.0,44,3.98,9.802753331184388,0.12266350720930849,1.7173762412170394e-18,0.12266350720930849,0.008614591413597085,0.12266350720930849,3.0930713063760633,1.6434526764861874
1370.0,6,4.13,9.781995605892606,0.0852389929830187,-2.1587669923266933e-18,0.0852389929830187,0.0032198810021318424,0.0852389929830187,3.1367205671564067,0.7781512503836436
2307.0,33,5.22,9.79345014674323,0.08358492586469263,1.659603754026026e-18,0.08358492586469263,0.0040142971187022486,0.08358492586469263,3.3630475945210936,1.5185139398778875
3195.0,60,6.25,9.796164028742542,0.11955748447530941,-5.546734928677136e-20,0.11955748447530941,0.016999564709328903,0.11955748447530941,3.504470862494419,1.7781512503836436
2180.0,56,5.07,9.800692000235282,0.10144501185413951,-1.7701410246152293e-18,0.10144501185413951,-0.0028345179578569244,0.10144501185413951,3.3384564936046046,1.7481880270062005
2306.0,47,5.22,9.80105859612906,0.14192483431269023,-1.5174167179646585e-18,0.14192483431269023,0.005748913113144762,0.14192483431269023,3.36285930295868,1.6720978579357175
2936.0,59,5.95,9.798859202835587,0.23071863747939736,-2.3674671591814697e-18,0.23071863747939736,-0.0016107451010810405,0.23071863747939736,3.467756051244033,1.7708520116421442
1916.0,33,4.76,9.801567115350204,0.1009791073137943,-3.6123974102828825e-19,0.1009791073137943,0.003277072683545601,0.1009791073137943,3.2823955047425257,1.5185139398778875
2744.0,59,5.73,9.799883902859506,0.046656204758037,2.1357098895179037e-19,0.046656204758037,4.669216574100347e-05,0.046656204758037,3.438384107034714,1.7708520116421442
2452.0,48,5.39,9.80483628763093,0.10254553395804453,7.93876924075497e-19,0.10254553395804453,0.003530159209975834,0.10254553395804453,3.3895204658463776,1.6812412373755872
1955.0,32,4.81,9.797508362811548,0.09219467883891559,-6.086616717883842e-19,0.09219467883891559,-0.0002054105022730141,0.09219467883891559,3.2911467617318855,1.505149978319906
2590.0,52,5.55,9.80180185840748,0.11325294852218708,-4.111937128241269e-20,0.11325294852218708,-0.0015102746366556722,0.11325294852218708,3.413299764081252,1.7160033436347992
2767.0,71,5.76,9.800204693452093,0.11263206513149349,-1.0997617151135408e-18,0.11263206513149349,-0.00039781969576897937,0.11263206513149349,3.442009159140952,1.8512583487190752
2023.0,48,4.89,9.7959429175926,0.11026862667367947,8.007294846208398e-19,0.11026862667367947,0.00837963014689,0.11026862667367947,3.3059958827708047,1.6812412373755872
1636.0,14,4.44,9.808289434089035,0.08652455024093143,3.924456388275404e-19,0.08652455024093143,-0.006602417868760722,0.08652455024093143,3.2137832993353044,1.146128035678238
1595.0,35,4.4,9.79886590355321,0.0969558491027507,3.5607481875313467e-19,0.0969558491027507,-0.005897782601820315,0.0969558491027507,3.2027606873931997,1.5440680443502757
1819.0,32,4.65,9.799289300818195,0.11348099693029336,-1.8260247115545322e-19,0.11348099693029336,0.00024655441119448754,0.11348099693029336,3.2598326990634834,1.505149978319906
1597.0,28,4.4,9.7955997110668,0.0950764527504306,-3.834651894264517e-19,0.0950764527504306,0.003041628844187116,0.0950764527504306,3.203304916138483,1.4471580313422192
1590.0,33,4.39,9.80216762821849,0.09604627935755825,-9.223651652754733e-19,0.09604627935755825,-0.003716038244670734,0.09604627935755825,3.2013971243204513,1.5185139398778875
2547.0,306,5.5,9.800043839623768,0.052206610639912956,4.881536294230305e-21,0.052206610639912956,0.0008556354211579759,0.052206610639912956,3.406028944963615,2.48572142648158
2265.0,64,5.17,9.799532718658446,0.06982412440681289,3.150605300200916e-19,0.06982412440681289,0.001041489838961915,0.06982412440681289,3.3550682063488506,1.806179973983887
1751.0,32,4.58,9.800066299193945,0.0718288592196897,2.830045670744215e-19,0.0718288592196897,-0.006747529201938414,0.0718288592196897,3.243286146083446,1.505149978319906
3701.0,92,6.84,9.800588417651136,0.0836725693714107,9.44037603227504e-19,0.0836725693714107,-0.0038528906020512395,0.0836725693714107,3.5683190850951116,1.9637878273455553
3342.0,85,6.42,9.796075637676099,0.1242279785763848,-3.1610516673355153e-19,0.1242279785763848,0.004504492882168095,0.1242279785763848,3.5240064455573727,1.9294189257142926
3798.0,73,6.95,9.796668432755904,0.12213504234210912,-5.101155640469486e-19,0.12213504234210912,0.007580615421383965,0.12213504234210912,3.5795549604009986,1.863322860120456
3397.0,73,6.48,9.804345297315228,0.14511082701450867,5.851455307026247e-19,0.14511082701450867,0.0008345363917172757,0.14511082701450867,3.531095546870028,1.863322860120456
2191.0,53,5.09,9.79958292131947,0.06755154616449985,-2.020417804817298e-19,0.06755154616449985,-0.0016763315833837463,0.06755154616449985,3.3406423775607053,1.724275869600789
3481.0,72,6.58,9.794590082103705,0.11893500192865782,-2.6070784981735023e-19,0.11893500192865782,-0.00756406131101497,0.11893500192865782,3.5417040232842885,1.8573324964312685
2271.0,61,5.18,9.80096477414355,0.11729270706628418,-2.8162486060611146e-19,0.11729270706628418,-0.0027230991300290874,0.11729270706628418,3.3562171342197353,1.7853298350107671
1840.0,41,4.68,9.803485958099367,0.10252469089836674,-6.366916698802203e-19,0.10252469089836674,-0.00818464197209306,0.10252469089836674,3.2648178230095364,1.6127838567197355
1606.0,17,4.41,9.801872364355596,0.07135423742817647,-3.451745691994667e-19,0.07135423742817647,0.00043668679185438495,0.07135423742817647,3.205745540942662,1.2304489213782739
1963.0,42,4.82,9.796288290671933,0.10016555720754505,3.9073383148215435e-19,0.10016555720754505,0.0018203255972768814,0.10016555720754505,3.292920299600006,1.6232492903979006
3043.0,182,6.08,9.799292933722022,0.06616328345839112,3.821913401927752e-21,0.06616328345839112,0.000536261892043867,0.06616328345839112,3.483301952358167,2.2600713879850747
1847.0,38,4.69,9.800880766440564,0.1059062402885176,3.387491512143683e-19,0.1059062402885176,0.0035170745587801704,0.1059062402885176,3.2664668954402414,1.5797835966168101
4132.0,89,7.34,9.799631996115298,0.06669770751607217,1.1811509187999063e-19,0.06669770751607217,0.0007151949945535916,0.06669770751607217,3.6161603128475828,1.9493900066449128
1293.0,24,4.05,9.799095633201992,0.07349036732735725,-6.080474039506334e-19,0.07349036732735725,0.0015702553976992234,0.07349036732735725,3.111598524880394,1.380211241711606
1708.0,23,4.53,9.793628231896296,0.09014272238212573,1.2759854901073845e-18,0.09014272238212573,0.00614335794250939,0.09014272238212573,3.232487866352986,1.3617278360175928
1546.0,26,4.34,9.797795296121153,0.10188237680688453,3.893900568416026e-19,0.10188237680688453,0.004389423908754742,0.10188237680688453,3.189209489582306,1.414973347970818
2094.0,42,4.97,9.799559062715744,0.060077533553429194,1.1451271284016085e-19,0.060077533553429194,-0.0006234505312168829,0.060077533553429194,3.3209766773428235,1.6232492903979006
3798.0,75,6.94,9.800057944610344,0.19287241386323156,-4.548182558863565e-19,0.19287241386323156,0.003817240001397542,0.19287241386323156,3.5795549604009986,1.8750612633917
1163.0,28,4.01,9.797408941586813,0.08092450484922355,3.168279681818752e-19,0.08092450484922355,0.00561918798684483,0.08092450484922355,3.0655797147284485,1.4471580313422192
1694.0,34,4.51,9.801864017139781,0.07142202799488752,-1.5333100411167872e-09,0.07142202799488752,9.980800460807864e-10,0.07142202799488752,3.228913405994688,1.5314789170422551
1461.0,34,4.24,9.803053438252414,0.07700561774539672,2.33828928405785e-10,0.07700561774539672,7.470861147988747e-10,0.07700561774539672,3.1646502159342966,1.5314789170422551
1303.0,16,4.06,9.80017068139438,0.059527738927847525,-7.913614674342601e-10,0.059527738927847525,-7.922988700959539e-10,0.059527738927847525,3.1149444157125847,1.2041199826559248
1502.0,26,4.29,9.797465680915618,0.07259846855586545,-1.1392752104899569e-10,0.07259846855586545,-3.6762634886135196e-11,0.07259846855586545,3.17666993266815,1.414973347970818
1026.0,19,3.74,9.799970347231085,0.07069118341686109,1.257311140328553e-10,0.07069118341686109,-5.556344313101208e-10,0.07069118341686109,3.0111473607757975,1.2787536009528289
963.0,16,3.66,9.799339314869473,0.0636354403832362,3.4386496130166145e-10,0.0636354403832362,3.011672109418873e-10,0.0636354403832362,2.9836262871245345,1.2041199826559248
740.0,9,3.41,9.797882412641478,0.05259466188909835,2.3677505837516943e-10,0.05259466188909835,5.790874377774191e-10,0.05259466188909835,2.8692317197309762,0.9542425094393249
747.0,13,3.41,9.796971890800881,0.061943929013377606,1.1412812779683102e-10,0.061943929013377606,-6.556776900144974e-10,0.061943929013377606,2.873320601815399,1.1139433523068367
1318.0,31,4.08,9.79727441953576,0.09414963641669916,-8.435968064551083e-11,0.09414963641669916,2.5130386998691837e-10,0.09414963641669916,3.119915410257991,1.4913616938342726
846.0,20,3.53,9.803536301274455,0.0771020188804533,4.485288702403058e-11,0.0771020188804533,-2.793716087199993e-10,0.0771020188804533,2.9273703630390235,1.3010299956639813
1157.0,25,3.89,9.800741471184628,0.07081973659340991,-1.6303719581668527e-09,0.07081973659340991,-4.020449259443073e-10,0.07081973659340991,3.0633333589517497,1.3979400086720377
1092.0,8,3.81,9.799328650680245,0.04925581643585567,-2.26556055260443e-10,0.04925581643585567,1.6445472592901383e-10,0.04925581643585567,3.0382226383687185,0.9030899869919435
821.0,6,3.5,9.802910625102909,0.0542036647103646,-4.8523579038742564e-11,0.0542036647103646,-2.362911393733319e-10,0.0542036647103646,2.9143431571194407,0.7781512503836436
840.0,17,3.52,9.799431377233462,0.0638602978969694,1.230463906672565e-11,0.0638602978969694,1.4633224135557417e-11,0.0638602978969694,2.9242792860618816,1.2304489213782739
651.0,19,3.3,9.800693532644985,0.06592841300872222,-5.051963593949812e-10,0.06592841300872222,-4.639935592938441e-10,0.06592841300872222,2.813580988568192,1.2787536009528289
677.0,14,3.33,9.798379800319672,0.06655690620258338,-3.674213680139816e-11,0.06655690620258338,9.859174360207476e-10,0.06655690620258338,2.8305886686851442,1.146128035678238
801.0,11,3.47,9.80323774078746,0.062468713115673244,8.148764468151758e-10,0.062468713115673244,8.387927448699899e-11,0.062468713115673244,2.9036325160842376,1.0413926851582251
877.0,21,3.56,9.792844966200533,0.07779340324378056,1.3761233924389538e-09,0.07779340324378056,-4.32504368820238e-10,0.07779340324378056,2.9429995933660407,1.3222192947339193
981.0,20,3.68,9.795620318821497,0.06953365839022889,9.043627537256325e-10,0.06953365839022889,-1.221849770540138e-10,0.06953365839022889,2.9916690073799486,1.3010299956639813
855.0,26,3.54,9.803037121784257,0.08581843964774101,-2.890267948598637e-10,0.08581843964774101,-3.887178288436942e-10,0.08581843964774101,2.931966114728173,1.414973347970818
946.0,24,3.64,9.803301099630504,0.07712761725920951,-8.236093555839099e-10,0.07712761725920951,-3.441197518333889e-10,0.07712761725920951,2.975891136401793,1.380211241711606
654.0,9,3.31,9.798118385515716,0.05504650406699976,4.0278863385124215e-10,0.05504650406699976,7.603980480699999e-10,0.05504650406699976,2.815577748324267,0.9542425094393249
660.0,14,3.31,9.799002701527364,0.06492190891873982,-6.521887384669215e-11,0.06492190891873982,4.746320469548414e-10,0.06492190891873982,2.8195439355418688,1.146128035678238
667.0,21,3.32,9.798840539455416,0.07278101618788918,1.7649210502418174e-10,0.07278101618788918,1.2999760411254328e-10,0.07278101618788918,2.824125833916549,1.3222192947339193
1021.0,16,3.73,9.800469635857477,0.07327519243330513,-1.9447651548940183e-13,0.07327519243330513,-1.225898146096306e-11,0.07327519243330513,3.0090257420869104,1.2041199826559248
918.0,25,3.61,9.79729679395568,0.07333647915202947,-1.5707781967381135e-10,0.07333647915202947,1.7667109619686156e-11,0.07333647915202947,2.9628426812012423,1.3979400086720377
818.0,21,3.49,9.800732349444042,0.07115659123422129,8.701688624042511e-11,0.07115659123422129,7.491859843955693e-11,0.07115659123422129,2.912753303671323,1.3222192947339193
1370.0,42,4.37,9.804371113543743,0.09387071900203958,-5.61583690036937e-12,0.09387071900203958,1.3444891707562874e-10,0.09387071900203958,3.1367205671564067,1.6232492903979006
1148.0,21,3.88,9.798939608636305,0.06272029393713435,-1.0980679890474258e-10,0.06272029393713435,-4.98147359712263e-10,0.06272029393713435,3.059941888061955,1.3222192947339193
1395.0,27,4.16,9.800278402834524,0.06996531362377842,-9.061781589049393e-10,0.06996531362377842,-1.2118883486689692e-10,0.06996531362377842,3.144574207609616,1.4313637641589874
1141.0,26,3.87,9.799194782481473,0.07786997012876583,1.512859823572925e-10,0.07786997012876583,9.977342324054491e-10,0.07786997012876583,3.0572856444182146,1.414973347970818
909.0,18,3.6,9.799582783929234,0.06370603214528447,9.269002708158854e-10,0.06370603214528447,5.426213486215387e-10,0.06370603214528447,2.9585638832219674,1.255272505103306
1615.0,39,4.42,9.801098759969076,0.10253085262070921,6.465680337893293e-10,0.10253085262070921,5.606829108485482e-10,0.10253085262070921,3.2081725266671217,1.591064607026499
835.0,11,3.51,9.797462417140153,0.06069725951881392,-6.547087094926245e-10,0.06069725951881392,2.872873067449077e-10,0.06069725951881392,2.921686475483602,1.0413926851582251
847.0,15,3.53,9.805100813472974,0.06648744243208046,4.5098716596988555e-10,0.06648744243208046,-1.0475798083362097e-09,0.06648744243208046,2.9278834103307068,1.1760912590556813
1432.0,54,4.21,9.800704084449555,0.0633032959210087,-3.626255568407402e-10,0.0633032959210087,1.406601840160719e-09,0.0633032959210087,3.1559430179718366,1.7323937598229686
1380.0,30,4.15,9.802171842575074,0.08143774843703512,3.6265699366022055e-10,0.08143774843703512,-3.041126801711772e-10,0.08143774843703512,3.1398790864012365,1.4771212547196624
1064.0,6,3.78,9.802547933888992,0.0507607573736378,-4.655068940829331e-10,0.0507607573736378,-1.7280846653634104e-10,0.0507607573736378,3.0269416279590295,0.7781512503836436
926.0,23,3.62,9.79521738767624,0.0765302654716658,2.2869649023277157e-10,0.0765302654716658,5.577072956935319e-10,0.0765302654716658,2.966610986681934,1.3617278360175928
938.0,25,3.63,9.799916249229794,0.08302180804902315,-3.678146815556817e-10,0.08302180804902315,1.1561692335239979e-10,0.08302180804902315,2.9722028383790646,1.3979400086720377
1142.0,20,3.87,9.802677342921127,0.07832578485881309,5.888618610100073e-10,0.07832578485881309,3.205612896534586e-10,0.07832578485881309,3.0576661039098294,1.3010299956639813
1026.0,29,3.73,9.800321571246997,0.10322913894380925,8.130925003337191e-10,0.10322913894380925,-4.855653604761117e-10,0.10322913894380925,3.0111473607757975,1.462397997898956
